name,normalizedName,description,eligibilityStatus,category,sourceUrl,source,scrapedAt
"Transcutaneous Electrical Nerve Stimulation Device","transcutaneous electrical nerve stimulation device","A Transcutaneous Electrical Nerve Stimulation Device is an eligible over-the-counter product that does not need a prescription for reimbursement with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Transcutaneous Electrical Nerve Stimulation Device reimbursement is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","Therapeutic Pain Relief","https://hsastore.com/hsa-eligibility-list/t/transcutaneous-electrical-nerve-stimulation-device","hsastore","2026-06-07T22:11:28.669Z"
"Transgender Counseling or Surgery","transgender counseling or surgery","<p>Transgender counseling or surgery is eligible with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Transgender counseling or surgery reimbursement is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA). <br /> In certain circumstances a letter of medical necessity (LMN) may be required to show that the expense was for the treatment of gender identity disorder and not an otherwise cosmetic procedure, such as breast augmentation.","Eligible","","https://hsastore.com/hsa-eligibility-list/t/transgender-counseling-or-surgery","hsastore","2026-06-07T22:11:28.669Z"
"Transitions Lenses","transitions lenses","Transition lens reimbursement is eligible with a flexible spending account (FSA), health savings account (HSA), health reimbursement arrangement (HRA) and a limited-purpose flexible spending account (LPFSA). Transitions lenses reimbursement is not eligible with a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/t/transitions-lenses","hsastore","2026-06-07T22:11:28.669Z"
"Transplant","transplant","Costs associated with a transplant are eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Transplant reimbursement is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/t/transplant","hsastore","2026-06-07T22:11:28.669Z"
"Transportation costs of disabled individual commuting to and from work","transportation costs of disabled individual commuting to and from work","A disabled individual's commuting costs to and from work are personal expenses and not expenses for medical care. Therefore, transportation costs of disabled individuals commuting to and from work reimbursement is not eligible with a flexible spending account (FSA), health savings account (HSA), health reimbursement arrangement (HRA), limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Not Eligible","","https://hsastore.com/hsa-eligibility-list/t/transportation-costs-of-disabled-individual-commuting-to-and-from-work","hsastore","2026-06-07T22:11:28.669Z"
"Transportation expenses for person to receive medical care","transportation expenses for person to receive medical care","Transportation expenses for a person to receive medical care is eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), or a health reimbursement arrangement (HRA). Transportation expenses for person to receive medical care is not eligible with a dependent care flexible spending account (DCFSA), or a limited-purpose flexible spending account (LPFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/t/transportation-expenses-for-person-to-receive-medical-care","hsastore","2026-06-07T22:11:28.669Z"
"Travel or Transportation for Medical Care","travel or transportation for medical care","Travel or transportation for medical care is eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), health reimbursement arrangement (HRA), and limited care flexible spending account (LPFSA- dental, vision, and preventive care only). Travel or transportation for medical care is not eligible with a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/t/travel-or-transportation-for-medical-care","hsastore","2026-06-07T22:11:28.669Z"
"Travel Sized Sunscreen","travel sized sunscreen","Travel sized sunscreen is eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), or a health reimbursement arrangement (HRA). Travel sized sunscreen is not eligible with a dependent care flexible spending account (DCFSA) or a limited-purpose flexible spending account (LPFSA).","Eligible","Suncare","https://hsastore.com/hsa-eligibility-list/t/travel-sized-sunscreen","hsastore","2026-06-07T22:11:28.669Z"
"Treadmill","treadmill","A treadmill may be eligible for reimbursement with a Letter of Medical Necessity (LMN) with a flexible spending account (FSA), health savings account (HSA) and health reimbursement arrangement (HRA). A treadmill is not eligible for reimbursement with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible w/LMN","","https://hsastore.com/hsa-eligibility-list/t/treadmill","hsastore","2026-06-07T22:11:28.669Z"
"Tricare Fees","tricare fees","Tricare fees are eligible for reimbursement with a health savings account (HSA) in limited circumstances and unless already paid for with pre-tax dollars, and may be eligible with a health reimbursement arrangement (HRA). Tricare premiums are not eligible with a flexible spending account (FSA), dependent care flexible spending account (DCFSA), or a limited-purpose flexible spending account (LPFSA).","Not Eligible","","https://hsastore.com/hsa-eligibility-list/t/tricare-fees","hsastore","2026-06-07T22:11:28.669Z"
"Tubal ligation","tubal ligation","Tubal ligation procedures are eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), or a health reimbursement arrangement (HRA). Tubal ligation procedures are not eligible with a dependent care flexible spending account (DCFSA), or a limited-purpose flexible spending account (LPFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/t/tubal-ligation","hsastore","2026-06-07T22:11:28.669Z"
"Tuition","tuition","Tuition is not eligible for reimbursement with flexible spending accounts (FSA), health savings accounts (HSA), health reimbursement accounts (HRA), dependent care flexible spending accounts (DCFSA) and limited-purpose flexible spending accounts (LPFSA).","Not Eligible","","https://hsastore.com/hsa-eligibility-list/t/tuition","hsastore","2026-06-07T22:11:28.669Z"
"Tuition for Special Needs Schooling","tuition for special needs schooling","Tuition for special needs schooling with a Letter of Medical Necessity (LMN) is eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), a health reimbursement arrangement (HRA). Tuition for special needs schooling is not eligible with a dependent care flexible spending account (DCFSA) or a limited-purpose flexible spending account (LPFSA).","Eligible w/LMN","","https://hsastore.com/hsa-eligibility-list/t/tuition-for-special-needs-schooling","hsastore","2026-06-07T22:11:28.669Z"
"Tuition, medical charges included","tuition medical charges included","Tuition with medical charges included is eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), or a health reimbursement arrangement (HRA). Tuition with medical charges included is not eligible with a dependent care flexible spending account (DCFSA), or a limited-purpose flexible spending account (LPFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/t/tuition-medical-charges-included","hsastore","2026-06-07T22:11:28.669Z"
"Turmeric (for medical use)","turmeric for medical use","Turmeric may be eligible for reimbursement with a Letter of Medical Necessity (LMN) with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Turmeric is not eligible for reimbursement with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible w/LMN","","https://hsastore.com/hsa-eligibility-list/t/turmeric-for-medical-use","hsastore","2026-06-07T22:11:28.669Z"
"Tutoring","tutoring","Tutoring with a Letter of Medical Necessity (LMN) is eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), a health reimbursement arrangement (HRA). Tutoring is not eligible with a dependent care flexible spending account (DCFSA) or a limited-purpose flexible spending account (LPFSA).","Eligible w/LMN","","https://hsastore.com/hsa-eligibility-list/t/tutoring","hsastore","2026-06-07T22:11:28.669Z"
"Tylenol","tylenol","Tylenol is eligible for reimbursement with flexible spending accounts (FSA), health savings accounts (HSA), and health reimbursement accounts (HRA). They are not eligible for reimbursement with dependent care flexible spending accounts and limited-purpose flexible spending accounts (LPFSA).","Eligible","Tylenol","https://hsastore.com/hsa-eligibility-list/t/tylenol","hsastore","2026-06-07T22:11:28.669Z"
"UCR, Charges Above","ucr charges above","Medical expenses in excess of your plan's usual, customary and reasonable charges are eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), or a health reimbursement arrangement (HRA) if the underlying expenses qualify. Medical expenses in excess of your plan's usual, customary and reasonable charges are not eligible with a dependent care flexible spending account (DCFSA), or a limited-purpose flexible spending account (LPFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/u/ucr-charges-above","hsastore","2026-06-07T22:11:28.669Z"
